,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
4668,41432.14985,51541.98367,51044.98274,52768.69451,53748.93938,41877.9581,51360.33852,58589.76046,55968.87562,61118.41572,51118.61871,45146.88795,60733.13947,60692.61233,63880.96223,62895.30437,61977.05581,56785.14965,71700.11028,61378.66169
4669,42013.83883,53045.20661,52914.8085,53446.24405,55154.86424,43087.45008,53309.49093,60822.12216,58094.86661,62989.29243,52603.78847,45675.01443,62601.42611,63217.04416,65949.57166,64524.98981,63856.76381,58613.92207,73668.14873,62789.7796
4670,42120.049,54144.71913,54339.12821,53221.74222,56490.93633,44250.94442,54411.68244,62283.69329,59462.77713,63956.99338,53501.89145,46117.61191,62448.60276,64617.83722,66913.43387,64923.94868,65083.47467,59956.15115,74225.48453,63633.51717
4671,41984.12269,54578.56102,55102.46165,52314.71325,57060.40974,45849.74186,54802.73557,62923.40702,60049.475,64131.75171,53634.81235,45986.42853,61543.42752,65177.84208,67368.58155,65122.09897,65471.9395,60582.9625,74311.17311,63958.58306
4672,41688.7621,54008.2383,54770.3426,50277.97289,56713.16014,46503.42794,54707.02347,62666.9034,59930.29097,63883.94478,52730.7048,45736.41642,60251.5748,64877.34117,67187.26781,64910.12861,64964.73605,60648.74532,74001.12949,63256.36052
4673,40730.5772,52622.91378,53334.18633,47879.68158,55158.55389,45970.76705,53736.52249,61043.83316,58667.88735,62555.87247,51200.96094,44787.29566,58166.65864,63613.9577,66124.51379,63684.71691,63578.71922,59998.75926,72956.89152,61487.44117
4674,39539.53303,50575.76028,51089.45509,45723.69867,52878.71899,44633.75799,51730.80468,58612.80263,56407.48984,60425.86905,49251.97585,43565.85365,55703.94985,61108.87237,63860.83991,61273.9034,61278.58773,58303.53493,70611.45396,59236.39421
4675,38796.80554,48618.15683,48922.81622,44310.1,51147.72262,43420.77431,49909.25406,56292.98223,54057.8213,58322.06845,47522.54839,43145.91,53962.40796,58417.22348,61154.30391,58733.30382,58820.89964,56302.44627,67530.36364,57075.60496
4676,38317.37477,47143.0049,47372.51384,43089.06201,49672.79467,42617.74495,49116.23128,54721.68763,52567.61245,56697.48567,46344.66782,42319.15399,52366.27983,56354.59739,59213.65687,56757.64723,57030.03533,54829.41802,65139.04996,55140.51839
4677,35975.93656,43422.80695,43646.03834,40083.08354,46558.42408,40184.28741,45976.06194,50629.25039,48608.40219,52643.96458,43356.92147,39773.76602,48785.76051,52106.90605,55294.77387,53306.21496,53819.61845,51662.63129,60954.35561,51902.10603
4678,32778.94567,39307.43642,39349.62636,36636.88887,42974.64687,37054.19269,42090.63384,46099.96186,44290.49661,48186.96868,40031.47757,36842.16044,44684.34669,47341.7135,51052.70499,49532.08709,50321.8852,47861.40475,56643.4833,48421.64008
4679,30295.97881,35896.40321,35876.03502,33702.4135,39615.57011,34318.90958,38841.39692,42384.72566,40651.59607,44533.79799,36886.93467,34349.87552,41208.39771,43431.94805,47405.70247,46123.19112,47097.53281,44643.85867,52774.70889,45331.95485
4680,28636.89814,33593.50693,33499.31542,31842.20561,37161.79251,32159.36757,36564.98213,39878.03069,38118.23303,41710.41418,34664.89825,32680.62197,38792.00895,40614.17057,44689.20537,43458.53302,44553.18904,42376.90302,49856.59952,43093.7601
4681,27630.19634,31941.68631,31827.00405,30599.67119,35268.25933,30656.77965,34991.39007,38000.79666,36495.01026,39718.70216,33010.59098,31580.14063,37025.93791,38554.28164,42684.49395,41235.1126,42697.72783,40889.19425,47568.47365,41568.85057
4682,27117.08786,30792.50164,30734.58416,29828.23426,33885.16377,29700.16321,34098.01385,36757.10655,35359.37045,38509.26938,31863.4588,31015.30716,35904.51692,37303.65958,41392.33855,39649.07146,41334.14028,40085.74806,45893.93028,40721.09
4683,27180.97265,30333.21955,30467.80764,29810.19754,33034.42172,29084.05683,33941.5988,36218.90163,35036.98331,38036.61239,31257.38792,31228.54983,35803.36255,36983.61383,40886.74846,38719.80723,40448.29392,40128.75659,44916.34745,40624.61242
4684,28061.36575,31011.91687,31283.12291,30837.72118,32921.11545,28932.04524,34952.81192,36849.4132,35846.29402,38685.35577,31344.25707,32495.44999,36992.65357,37976.15753,41750.76138,38566.78657,40028.94105,41273.22277,45007.4061,41536.70133
4685,30021.3738,32529.91473,32807.51618,32724.59644,33005.7134,28926.62811,36468.73864,38151.88135,37346.43265,39781.58459,31676.95816,34532.85758,38577.80328,39413.01448,43054.98978,38629.3359,39725.6408,42825.08382,45462.77838,43077.36839
4686,31320.75519,33588.54319,34161.662,33921.48007,33770.21676,29348.85301,37545.08122,39202.88096,38451.63346,40704.59617,32308.70896,35614.9521,39586.46695,40538.55878,44052.31669,39306.27178,40237.31824,44087.64779,46300.10388,44304.98415
4687,32866.50019,35391.50618,36757.64495,35324.49655,36955.17149,31737.3631,40018.18427,41860.32351,41139.61072,43072.3205,35184.03376,36670.13625,41595.02397,43150.71296,46570.87823,42195.20472,43354.14629,46710.56105,49084.41506,46856.25156
4688,34712.06199,37728.09756,39720.77329,37210.38407,40906.51894,34331.10277,43113.27827,45206.72081,44592.1553,46515.67285,39058.44179,37967.07456,44016.184,46438.43719,50047.21017,45674.8334,47567.21917,50071.1697,52891.99047,50173.01002
4689,36846.43148,40149.12372,43058.74741,39406.9744,44769.71679,36955.84237,46541.12842,48687.23752,48207.74025,50654.19149,42992.87382,39665.09602,46695.36526,50154.22969,53958.42772,49064.48072,51599.69689,54072.24536,57082.33943,53566.64999
4690,38668.58847,42113.50457,46383.68973,41408.56753,48070.86278,39662.1499,49862.05527,52191.5959,51323.04281,54538.40176,46321.9192,41178.49883,48984.22045,53693.49493,57735.88084,52214.94639,55523.13277,57958.72542,61359.09998,56872.76649
4691,39803.73924,43492.71486,49241.56774,43122.50522,50664.61316,42228.87747,52872.72844,55289.40886,54164.47892,57564.17574,48986.19128,42435.99691,50659.38877,56917.05697,60860.78819,55356.11661,59003.22202,60949.24124,65262.71149,59937.89237
4692,40712.86541,44773.23923,51897.95981,44970.92576,52728.28309,44594.26401,55525.16554,58329.03232,56790.37641,60096.85538,50624.57398,43520.83829,52292.65681,59840.94548,63767.37927,58022.84802,61763.93883,63453.36414,68792.71745,62687.45871
4693,41589.18383,45777.28387,53879.74714,46288.1896,54132.92701,46428.4369,57195.28223,60672.27715,58789.64614,61622.17441,51599.37324,44118.11834,53194.35111,61965.79436,66023.94527,59077.44932,63701.50105,65397.16376,71351.85719,64427.70592
4694,42280.62967,46478.65745,55311.16625,47111.76177,55008.46156,47804.12782,58068.08673,62367.93968,59938.23981,62344.85903,52758.45968,44126.22494,54015.66997,63546.71514,67130.50305,57799.6187,64784.15317,66693.33106,72790.99746,65279.35625
4695,42553.95688,46428.74954,55890.77796,47319.88751,55310.35302,48543.79165,57818.09754,63227.65702,60415.4997,62613.03842,53685.32684,43423.34023,54890.77533,64549.61768,67444.81243,56724.80092,65648.36672,67592.95573,73383.7054,65836.6898
4696,42015.34492,45690.66164,55562.47819,46237.06702,54997.70858,48626.50115,56441.78594,62968.14823,60130.83235,62061.78329,53699.94408,42696.74261,55215.55362,64261.52751,67128.08973,55581.90108,65809.39624,67206.92247,72922.27447,65409.87101
4697,40945.90014,44484.13184,54284.62304,44052.46613,53966.81475,47776.86457,54256.41094,61462.47377,58756.50624,60291.06606,52472.26372,41987.33781,54293.68568,62859.81484,65856.77165,53855.33249,64641.87948,66069.01097,71337.63305,64038.88168
4698,39594.44105,42999.72231,52055.17291,42096.34551,52081.94527,45987.33889,51990.66738,59107.97922,56504.10151,57992.585,49887.11512,41279.77404,52142.13642,60324.38874,63405.96325,52016.27876,62274.66332,64167.80349,68724.38156,61930.58402
4699,38829.25702,42303.51222,49948.20853,41007.53018,50475.37617,44381.99393,50564.74667,56721.23229,54402.90139,56178.59296,47406.6541,41381.22682,50391.62943,57703.17057,60761.36304,50373.09681,59899.15398,61822.29671,65772.661,59736.33051
4700,38327.3269,41769.804,48387.06068,40206.24426,49047.48707,43607.06043,49346.68878,54960.55455,52746.49245,54661.9195,45844.87036,41033.03538,48704.09996,55619.53395,58840.06311,49051.33408,58109.13363,59859.88402,63740.99069,58219.95802
4701,35818.29897,39127.54957,44469.425,37892.87199,46059.06225,40659.37304,45861.00603,50962.20809,48781.44907,51364.29653,42784.8857,38854.96206,45074.07182,51579.69127,54713.22949,46529.31564,54607.09111,56186.66178,59856.0391,55087.18764
4702,32554.61613,35890.81383,40166.5025,35086.22846,42578.76144,36924.45713,41744.72113,46597.41854,44377.94144,47444.43139,39471.85839,35899.92667,41024.94318,47108.35823,50261.42114,43473.82249,50547.88094,52152.77269,55673.94123,51675.16061
4703,30031.82027,33140.13984,36649.39151,32471.94508,39488.98698,33944.06957,38393.21384,42871.59072,40614.37085,43999.3052,36268.9574,33510.87771,37710.15347,43269.34419,46435.6114,40563.01599,47069.65492,48731.58879,52019.08966,48466.51456
4704,28363.94552,31297.60229,34134.07037,30764.18139,37019.08632,31853.25105,36059.55278,40118.08916,37927.10799,41143.74228,33969.14522,31842.11232,35493.26707,40603.2332,43792.42014,38306.66755,44505.60925,46230.97749,49351.81629,46117.30501
4705,27293.44682,30127.08422,32340.75366,29551.88341,35187.1481,30585.38929,34625.00556,38174.00167,36045.11461,38972.05539,32303.21,30868.69133,33969.63918,38730.02721,41845.30433,36643.44226,42712.34616,44375.42876,47294.00097,44299.17487
4706,26710.14355,29372.79881,31149.025,28786.46811,33732.06854,29836.0835,33685.72234,36902.35212,34811.29573,37424.61496,31127.40979,30358.17768,33085.07516,37595.34403,40652.14737,35428.44192,41556.7271,43366.76724,45713.4454,43116.70737
4707,26763.89034,29290.68332,30692.75681,28476.69368,32830.69903,29782.35133,33498.40393,36510.4514,34476.25862,36471.15277,30416.50841,30629.3531,32997.95985,37325.85693,40255.74707,34730.68586,41237.7636,43270.64347,45079.95956,42752.94788
4708,27979.55679,30401.16013,31355.28005,28667.98261,32322.77986,30945.47261,34553.24989,37182.46297,35254.241,36335.22046,30169.04137,32097.97323,34220.40748,38346.43432,41023.57897,34542.53796,42084.06227,44487.5242,45505.15386,43369.6726
4709,30023.75315,32190.64762,32928.26199,29172.65274,31956.7398,32783.9689,36321.38361,38534.17179,36734.98168,36427.86321,30092.54582,34212.78246,36051.50084,39777.11883,42232.19538,34601.15374,43430.13829,46043.59415,46378.5352,44493.56882
4710,31344.88354,33562.29113,34219.50564,29756.76837,32397.57272,34176.73541,37468.7503,39599.31634,37708.47855,36784.31219,30475.53655,35307.72093,37156.1746,40973.48493,43040.201,35206.19311,44439.20325,47176.63837,47024.28213,45572.64508
4711,32498.77836,35642.92524,36815.40419,32008.04333,35647.77016,36502.05756,39466.45524,42081.72076,40280.48376,39282.87945,33282.64686,37024.28632,39055.67227,43616.75815,45286.80131,38340.4154,47043.03212,49740.06013,48959.60613,47976.99956
4712,33721.95911,38015.57869,39951.77924,34507.16537,39611.71942,39538.90175,42032.00847,45485.84735,43745.12482,42531.50255,36740.32611,39567.98462,41757.53428,46891.02041,47722.95355,42388.80025,50843.52622,53360.67444,51997.52553,51418.85872
4713,35094.53711,40554.49577,43467.36431,36628.44623,43591.97791,43005.16997,45357.16142,49225.24722,47625.01902,45768.44478,40229.19933,42222.41077,45053.10592,50524.39095,50208.23184,46667.90688,55170.79624,57315.08539,55791.80836,55031.22701
4714,36435.01232,42748.08129,46872.31132,38179.91654,47398.2843,45939.27538,48615.03125,52884.2563,51034.95153,48887.77886,43064.57552,44443.11717,48288.64691,53821.03823,52885.81271,50647.37329,59251.48481,61068.64874,59911.15248,57998.49067
4715,37205.39047,44289.96108,50002.13485,39611.07999,50500.92409,47880.19007,51486.73248,56027.41717,54002.11719,51549.07556,45256.8652,46289.63951,51029.32321,56806.56471,55864.20004,54003.04654,62967.74927,64294.70401,63525.51209,60388.28171
4716,37897.40567,45967.66428,52657.55109,41114.77285,52902.15741,49979.09047,54132.26358,58845.87843,56749.93539,53789.1163,47021.35248,48039.18476,53492.02561,59726.96501,59027.05479,56831.82404,66267.58978,67297.60191,66481.66538,62414.39166
4717,38507.68029,47191.35992,54686.30647,42616.35716,54766.80887,51533.89034,55877.29256,60792.91304,58824.28035,55680.58244,48594.75639,49198.69501,55158.88111,62000.48561,61710.43946,58976.65419,68613.67309,69392.16736,68810.61252,64021.09347
4718,39195.51405,48096.2689,55904.55853,43781.47641,56120.29221,52034.49059,56832.14403,62140.0198,60053.82191,56898.56908,49378.43657,50093.57064,56230.82394,63555.12988,63772.77622,60322.69372,69906.46316,70260.6933,70683.48752,65260.06059
4719,39738.14435,48578.65025,56370.58872,44401.5497,56873.30098,52291.95263,56734.79024,62719.47239,60438.26578,57649.22955,49449.21587,50112.23569,56342.40176,64355.09488,64982.49649,60843.54882,70568.43796,70198.1677,71972.71201,65864.55046
4720,39790.63202,48266.2856,55944.39238,43710.77982,56970.4609,51763.39117,55381.79605,62180.46732,60076.43424,57780.68512,48620.06528,48907.28226,55569.64052,63905.4,64922.5269,60642.92609,70281.61253,69505.95589,71988.64648,65379.83156
4721,39153.46554,46892.07971,54525.31095,42675.07855,56219.72345,50575.64574,53133.92241,60446.81771,58471.11828,56771.93528,46968.63002,46896.92958,54264.34207,62277.82762,63256.65643,59586.63692,68742.71999,68197.58001,70578.82388,63988.09703
4722,38126.86105,45099.85091,52357.95447,41315.39901,54711.65728,48759.36894,50509.18786,57973.22232,55973.55915,54913.29038,45119.64832,44907.09235,52213.05586,59907.82651,60596.4811,57692.77547,66066.1312,65928.1165,67781.91132,61950.83451
4723,37548.26782,43679.68122,50371.96312,40379.14159,53117.41896,47103.17124,48965.28816,55880.68293,53617.75464,53130.66095,43817.08949,44123.13027,50779.26916,57522.95531,58111.01601,55539.23859,63325.89379,63240.56337,64742.83725,59791.82133
4724,37184.326,42749.28291,48913.54841,39951.78279,52026.14063,45968.88912,47803.06866,54327.99716,51832.49853,51839.61596,42980.85425,43235.51588,49407.93776,55663.0258,56167.88626,54024.15182,60866.85474,61157.04097,62380.69981,58178.76811
4725,34959.76037,39723.35549,45223.19621,37919.01748,48597.08193,42475.88266,44295.68837,50456.21038,48198.39704,48648.01301,40319.4933,40661.25391,46268.21247,51847.96065,52607.63234,50641.8324,56379.26098,57274.81946,58304.07885,55280.41898
4726,31928.62363,36107.34302,40990.99025,35254.7476,44526.54581,38471.7912,40315.33411,46190.78939,44234.61351,45286.97942,36930.22443,37299.60966,42488.07878,47608.65744,48749.06632,46723.21763,51834.72756,53044.88624,54043.27424,52125.03165
4727,29654.17209,33203.33731,37547.50647,32855.73321,41084.39757,35381.88845,37088.74199,42596.57717,40667.74738,42183.00973,34111.61397,34543.16094,39367.1484,43993.94603,45192.33892,43327.14176,47894.78795,49603.27165,50509.96872,49148.0402
4728,28152.24039,31296.32232,35196.59229,31148.43826,38611.24497,33103.37107,34929.98199,39828.422,37851.96092,39503.98129,32317.49393,32660.31094,37291.04075,41263.11678,42386.92851,40841.97737,45001.83664,47072.37148,47819.38773,46739.65539
4729,27257.81752,29891.38103,33407.41866,30033.69758,36842.52749,31676.27792,33456.35216,37568.56216,35808.05881,37465.71788,31194.8299,31527.92383,35829.29399,39329.9422,40378.27015,39100.98851,43006.15476,45296.49014,45803.04366,44971.14671
4730,26826.53177,28944.03036,32292.5426,29309.14127,35740.72837,30870.63691,32580.20601,35930.59314,34356.60203,35832.16625,30591.23933,30972.48081,35138.7874,38230.53222,38954.33149,38166.94062,41733.51641,44193.07051,44359.17543,43606.97803
4731,26954.70168,28773.89072,31849.44448,28893.6284,35363.70521,30828.73081,32587.75583,35135.62979,33445.20543,34666.4449,30794.51407,31132.99458,35207.14942,37939.18687,37930.01389,38026.31277,41295.08941,43877.20897,43761.26981,42691.23529
4732,28238.64177,29852.26389,32561.90462,28935.1039,36135.43509,31964.2771,33643.82244,35703.16941,33298.42243,34076.96139,32069.49258,32524.48834,36443.99171,38750.72964,37483.37956,39110.69949,42073.50641,44746.97115,44275.21016,42359.03452
4733,30250.32703,31562.30782,33996.06839,29038.07528,37548.4056,33753.21997,35303.73296,36963.9301,33359.42379,33562.33869,33825.66852,34636.09668,38353.99685,39861.85374,37417.19601,40678.14998,43332.76076,45949.55026,45265.40634,42332.25144
4734,31656.54461,32947.1154,35178.36206,29557.02352,38635.52038,35019.84799,36466.21812,37688.84887,33972.81103,33881.57453,35254.77622,35780.75825,39284.81639,41051.74752,37773.11544,42049.94593,44127.46581,46989.66202,45927.99267,42792.29467
4735,33364.95986,35329.48518,37789.77298,32130.47152,41191.90533,37288.8488,38276.74418,39827.64392,37239.09202,37017.77448,37785.65514,37399.95095,40702.92763,43759.33489,40441.83803,44982.21597,46399.04532,49549.00613,48427.80037,45598.60501
4736,35302.50776,38125.47805,41105.83982,35072.24564,44548.46989,39952.56811,40947.34658,42469.35962,41374.00437,40913.29243,40892.89963,39120.50245,42552.80953,47406.96556,44109.80702,48569.0405,49814.17505,53027.98394,52259.38465,49588.28848
4737,37317.10006,41304.71815,44499.60537,37631.55915,48332.2073,43258.61424,44119.90547,45220.91511,45481.30474,45118.88015,44423.02828,41080.98674,44428.3985,51118.77014,48282.31823,52676.0808,54129.81448,56764.6003,56761.45866,53432.26456
4738,39448.9847,44240.00234,47744.88756,39561.97025,51901.68575,46082.24964,47125.68163,47738.0973,49278.11888,49201.33616,47838.12831,42788.51827,45274.45665,54540.53984,52316.52369,56239.40901,58262.10978,60362.14845,61267.20004,57046.18656
4739,41208.57562,46821.54533,50216.68798,41198.16122,55031.50372,48254.09957,49818.09915,50311.73019,52406.08968,52580.04564,50698.9828,44412.05687,45567.65124,57522.02886,55819.32305,59159.15059,62165.7593,63547.88949,65281.24725,59987.46633
4740,42844.64999,49267.57515,52532.22222,42890.45964,57936.00754,49779.11728,52337.48855,53030.95186,54628.18052,55209.42412,53239.55446,46304.09144,46033.85688,60192.05011,58618.73527,61239.49121,65794.24607,66288.57846,68734.62658,62404.06328
4741,44230.09521,51052.42582,54343.35457,43589.89013,60024.08467,50714.29981,54223.57362,55459.78448,56307.69224,57095.19928,55166.65926,47783.54141,46489.53164,62137.85178,60865.19953,62700.9477,68536.93447,68067.66203,71300.769,64196.32156
4742,45266.252,52168.01317,55557.35442,43645.8225,61290.50302,50695.76988,55193.40922,57185.86598,57531.32673,58508.58752,56294.0258,48587.6315,47217.42634,63297.54763,62447.5001,63572.21235,70162.98472,69202.91159,72970.52481,65535.16741
4743,45722.97901,52713.93967,55954.60687,43779.15416,61430.98804,50256.74495,55518.75253,58138.06249,58199.15922,59457.8769,56030.93658,48583.31612,47841.23943,64058.45836,63406.64415,64022.79901,70949.19862,69757.27247,73698.94544,66356.3048
4744,45353.68552,52407.46735,55335.76342,43984.03637,61071.47911,49535.4339,55244.99922,57359.94281,57678.79782,59729.4233,54905.73999,48075.64347,47967.41577,63702.55497,63185.04156,63657.66445,70896.96774,69469.90562,73322.81847,66381.35659
4745,43769.88152,51181.79402,53715.6686,43244.86376,59930.65694,48415.00335,54020.07485,55373.42973,55913.89763,58922.6648,53116.42426,46609.74258,47113.97889,61987.61605,61729.57737,62218.02309,69719.64448,68088.1584,71570.45902,65057.21715
4746,41899.69691,49292.80198,51439.37418,41989.28041,57983.85565,46580.04692,51809.03448,52738.48436,53522.13125,57072.00224,50800.52096,44870.3158,45950.51959,59474.85971,59295.03281,60126.11018,67251.83814,65737.00553,68701.42305,62622.66313
4747,40821.31592,47489.06676,49568.4883,41094.78217,56291.53745,45104.89917,50144.99473,50475.99369,51270.49978,55038.27328,49070.61977,44048.03521,45771.23149,56964.13869,56748.86215,58034.3382,64367.19889,62972.62458,65832.44608,60039.55665
4748,40106.11903,46093.83423,48163.16248,40732.47789,54890.15499,44177.58464,48841.47268,48993.2924,49490.30056,53594.98497,47937.39453,43226.29873,45128.34143,55319.8955,55095.41316,56251.70051,61663.47498,60836.05866,63550.95706,57992.16377
4749,37368.72525,42535.38437,44883.78926,38471.5019,50828.46456,40994.74199,45272.15746,45432.13271,46154.63544,49946.6674,44543.77726,40508.15428,42513.08793,51990.10002,51824.29985,52522.14658,57192.90404,57111.87373,59870.74797,54888.33105
4750,34024.28077,38596.3544,41335.54777,35340.99453,46338.52735,37031.50701,41145.99443,41739.3473,42603.42451,45841.43998,40553.29875,37122.7018,39351.37163,48217.78113,48160.18221,48404.60124,52724.77296,53017.70552,55639.69032,51795.72676
4751,31411.22753,35296.55061,37994.96679,32901.12701,42742.13814,33895.13026,37671.45933,38415.56361,39516.53188,42343.38306,37278.5901,34296.80337,36727.10567,44901.72259,44799.61491,44927.12895,48850.92048,49496.08765,51841.00978,48830.55766
4752,29736.6088,33002.52167,35628.67036,31354.64879,40017.9172,31873.42028,35154.95835,35827.10234,37126.97127,39747.33959,35196.6298,32390.20149,34830.01087,42296.72312,42113.16939,42244.97738,46101.08939,46948.19536,48738.20991,46323.52833
4753,28632.80879,31452.8064,33844.35671,30470.40272,38020.80123,30442.30613,33496.82012,33890.20671,35129.88636,37912.75846,33845.9658,31162.09709,33404.39827,40488.11017,40041.52065,40328.70569,43967.48954,45013.8714,46384.31297,44417.75277
4754,27963.98443,30503.00467,32401.33067,30133.97902,36678.64674,29644.70444,32473.23183,32481.40713,33688.22434,36822.85719,32993.4738,30453.12237,32614.05418,39204.18261,38574.86959,39156.24533,42719.49351,43742.57748,44735.29735,43043.8178
4755,27973.74636,30175.79902,31561.56951,30358.72493,36058.81073,29699.8133,32244.15833,31670.30433,32795.56745,36515.42594,32981.6975,30575.73519,32653.60489,38384.23057,37551.45425,38944.15498,42368.86816,43442.08494,43952.64015,42105.09231
4756,29069.11511,30967.79713,31380.39253,31592.94781,36627.25979,30807.93259,33204.2553,31520.58638,32464.2494,37420.81122,34077.51603,31953.02194,33868.31117,38191.11741,37112.64607,39929.70363,43184.50011,44319.37774,44201.75718,41518.00227
4757,30816.53417,32447.30788,31573.57727,33545.91577,38038.20983,32726.98329,34812.43913,31581.58614,32296.50708,38849.86214,35798.07535,33876.87791,35707.72054,38116.95654,36681.7636,41469.49622,44429.98047,45502.31447,44805.61015,41127.18199
4758,32143.53935,33601.39607,32097.57904,34917.31826,38978.16337,33977.73381,36128.62407,32019.22445,32700.16828,39948.40768,37046.29052,35309.51019,36555.76526,38727.55166,37202.15616,42635.84477,45133.33904,46575.54651,45671.47954,41460.92744
4759,34530.9085,35948.43058,34688.59953,37148.38766,41472.83402,36037.97349,38678.26095,34778.67207,35790.8866,42752.4667,39468.70562,37842.20856,37700.43773,42034.09888,40461.27075,45448.99438,47405.75634,49291.69482,48643.33841,44096.95698
4760,37265.7798,38839.13497,38180.28744,39787.47182,44897.17377,38546.2108,41832.60327,38428.94793,39699.17038,46278.7485,42567.83912,40997.17808,39190.87208,45877.59063,44398.16005,49165.71173,50969.64481,52763.885,52315.21458,47584.53277
4761,40220.59251,42024.48465,41593.80066,42695.83739,48810.51188,41346.72185,45473.08117,42352.4849,43376.76979,50222.58885,45909.55135,44561.47304,40621.30709,49827.71167,48171.27276,53110.61421,55233.38117,56373.91195,56104.48238,51394.68628
4762,42793.84382,45130.66685,44496.44254,45392.40676,52264.66198,43693.65036,49005.77214,45827.55288,46839.18616,53672.7275,49126.09599,47909.48457,41660.00616,53438.29905,51688.46201,56357.10729,59473.95483,59937.37901,59633.68683,55233.17
4763,44869.96562,47679.58493,46976.16616,47655.05301,54596.48827,45305.68426,51767.67131,48751.28562,49932.99112,56658.99128,51943.43964,50621.38247,42414.92309,56478.86132,55012.84368,59090.8745,63437.70053,63083.66629,62911.88275,58975.68849
4764,46879.10335,49510.37888,48828.2827,49265.07621,56274.11651,46620.82322,54271.84753,51108.42271,52161.3167,59009.99186,54109.14952,53055.39916,43611.96058,58882.76128,57812.47496,61455.0078,67129.01812,66007.79842,65845.24899,61992.54806
4765,48473.56816,50746.44678,50389.68611,50483.75325,57548.70775,46909.89067,56178.31621,52905.23758,53188.22103,60641.68028,55427.99719,54791.00812,44651.64363,60896.33615,59861.40572,63133.83144,69952.99508,68366.1952,68237.51727,64043.59797
4766,49634.49292,51966.44077,51698.77659,51644.54135,58602.59694,46987.08577,57400.85412,53946.43999,53866.66477,61838.26732,55970.24523,56194.32959,45039.05329,62214.71312,60836.86065,64471.97876,71485.44614,69847.95634,69633.09644,65255.59175
4767,50075.56903,52739.51983,52527.12726,52430.69665,59265.5994,47073.23746,57855.69218,53414.5733,54262.90974,62727.21298,55726.39134,56847.76366,45188.19189,62913.04151,60935.78441,65482.88362,72237.67701,70127.09844,70078.02185,65591.05605
4768,49676.56951,52580.99073,52488.10748,52143.39895,59201.47134,46959.7624,57419.34366,51972.59845,54028.44398,62556.56605,55127.3506,56224.05433,44688.29539,62620.01427,60758.55608,65510.38988,72148.32783,69673.51492,69395.02494,65190.14369
4769,48581.25945,51129.41606,51302.65563,50759.11478,58081.02666,45977.06705,55892.75028,50002.04848,52672.97053,61200.09061,53844.41124,54490.25344,43601.5768,61462.00884,60052.15264,64550.82772,71117.64375,68348.55124,67177.4932,64262.07525
4770,46633.92511,48979.83144,49130.03548,48557.90724,56221.76646,44396.64628,53507.52534,47638.26626,50655.89523,59111.07119,51861.60571,52027.0735,42416.2407,59185.05074,58367.14166,62325.8144,68761.73094,66087.51064,64307.51995,62747.76963
4771,44980.96025,47131.42535,47276.3725,47009.34255,54344.81659,43346.72658,51354.42671,45661.33428,48979.59637,57107.39959,50371.8922,49950.82039,42198.79354,56711.12815,56342.86444,59858.24219,65961.84237,63266.52293,61486.98787,60685.3398
4772,43870.4179,45740.22376,45963.85657,45874.40463,52786.73964,42591.25014,49835.31934,44555.79738,48035.6272,55425.58306,49231.18817,48511.30404,41806.05769,55044.28389,55014.92976,57901.3092,63338.61527,61251.54442,59387.99194,58831.11304
4773,40536.41805,42619.73045,43021.20998,42522.17537,48665.90772,39660.79043,45888.81498,41894.63225,44980.32307,51369.11794,45786.00228,44980.70746,39732.77558,51756.34219,51724.66341,54015.96249,59185.40263,57571.84894,55929.58414,55558.15008
4774,36780.24495,39089.15196,39584.32595,38725.86967,44257.7754,36030.37954,41628.82152,38879.28078,41361.48509,46903.40165,41783.111,40927.71036,37129.37353,48140.18276,47705.05871,49691.28665,54751.84193,53389.68247,52199.63343,51850.31059
4775,33814.14168,36002.81024,36608.7548,35625.74851,40791.57517,33070.84984,38110.67549,36163.27942,38124.73289,43254.69893,38428.5403,37573.17095,34682.397,44742.1144,44270.13083,45981.05997,51019.25022,49910.36566,48801.06072,48501.33828
4776,31723.16021,33813.70889,34271.45537,33569.6213,38394.78568,31177.46124,35581.83015,34082.79705,35946.51689,40581.91562,36072.08903,35127.84227,32806.86118,42009.37711,41851.51845,43284.63383,48212.0864,47261.12773,46044.50863,45995.01354
4777,30440.71785,32179.23924,32474.8836,32108.38994,36521.41246,30117.86907,33793.32176,32450.30113,34422.44545,38598.43556,34434.75829,33527.27462,31474.74098,39955.16544,40054.8446,41256.08072,46030.11626,45289.99017,43926.23319,44272.55837
4778,29626.54806,30826.01287,31279.13313,31196.46942,35268.22971,29368.00001,32580.44423,31234.9127,33537.28957,37388.67113,33509.57619,32601.76817,30716.85444,38405.35253,38979.0294,40047.3069,44497.95215,43959.16739,42387.19469,43315.42258
4779,29449.68352,30040.54402,30396.23317,31000.62518,34759.34576,29460.18417,32284.91838,30409.44476,33448.60724,36974.51335,33391.61053,32466.92388,30471.71191,37258.09449,38809.93774,39724.90836,43944.86941,43446.17325,41375.43301,43180.33457
4780,30379.02189,29892.06193,30095.91167,32022.21979,35436.84319,30720.22771,33125.60271,30171.41749,34560.16918,37810.04806,34452.44903,33458.5777,30771.36555,36660.90345,39773.21466,40746.95987,44698.35656,44025.18771,40834.29694,44116.16693
