,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
2654,33518.77301,33126.00578,33167.13062,37122.06174,39170.09569,32240.48167,32587.99433,38107.79728,35460.32721,42691.301,34688.84715,30852.62424,39264.90631,36889.8783,39936.89767,48671.05954,36218.25846,40270.35309,44140.00612,38296.19966
2655,33756.41372,33723.68869,33331.47404,37609.8339,40238.41822,32610.62507,33099.00892,39432.31609,36055.32974,43563.82492,34362.40432,31465.7345,40095.84187,37614.20545,41100.69984,49589.1603,36250.35415,41161.56227,45589.78315,38566.92157
2656,33862.45216,33506.75214,33264.28342,37431.17159,40454.38524,32535.2191,33441.65849,39981.01708,35973.87972,43520.94397,33869.43661,32002.55604,40242.06765,37758.83908,41571.9816,49409.86276,35927.91979,41614.69593,46456.19689,38847.11097
2657,33558.21253,32653.75903,32746.04942,36555.57136,39459.85495,31931.84975,33234.16628,39486.426,35324.24962,42299.45019,32868.37544,32109.7235,39843.95072,37387.0273,41144.68728,48066.45796,35976.65122,41218.97119,45987.39401,38925.86429
2658,33038.3975,31973.10596,32298.80826,35829.92512,37798.37595,31156.11456,33259.65038,38186.39996,34407.569,40998.21796,32046.46751,32174.26879,39313.28949,37039.64338,40073.07597,46001.99582,35990.02546,40341.52999,44291.11093,38835.85289
2659,33805.40066,32946.06121,33574.53207,36698.79568,37451.33973,31935.45016,34643.56417,38237.61148,35500.13138,41516.77012,32768.10572,33625.08966,39999.56833,38177.07561,40385.8739,45312.0279,36535.20511,40445.84883,43625.09505,39770.05414
2660,33017.99886,31942.0811,32950.61125,35887.69776,35915.37465,31489.55262,34240.70982,36720.90062,34463.74957,40369.66417,32137.91319,33142.29069,38501.38638,37147.22827,39111.35671,43665.7517,35972.67659,39743.79199,41819.09214,38846.37847
2661,30636.63203,29158.02279,30401.35593,32990.5454,33602.5197,29757.02107,31883.62708,33177.19781,31667.62727,37740.4358,30181.50565,30818.18984,35192.55822,34277.70251,36248.3422,40820.93737,34442.23608,37476.59654,39080.06831,36803.58276
2662,27622.1137,25847.66879,27284.56664,29387.36553,30630.58393,27537.06625,28929.01586,29338.46657,28269.75928,34576.39332,27741.2209,27947.42485,31550.47709,31095.22665,32845.24492,37400.04292,32493.65912,34526.30591,36037.08102,34503.10119
2663,25332.28407,23627.79439,25089.03896,26828.74089,28056.3684,25473.63823,26880.56415,26646.46589,25873.40255,31996.20553,25677.25587,25944.75863,28988.03819,28902.35802,30316.15748,34282.85199,30733.47566,32131.44702,33582.97946,32931.36901
2664,24033.76185,22353.87437,23842.10505,25330.21464,26265.27153,24080.53099,25634.05812,24979.68243,24427.04504,30373.37905,24420.32738,24724.1823,27485.98516,27637.61615,28788.90651,32021.83102,29393.96315,30665.12385,31869.59293,32101.74011
2665,23289.22341,21564.28591,23161.01294,24433.50806,25124.75964,23245.94011,24963.85539,24049.43025,23702.73482,29195.62072,23573.34124,24142.43109,26489.90642,26857.78714,27826.81003,30524.76522,28480.46495,29766.02368,30693.82024,31630.80559
2666,22913.39311,21265.18818,22848.79883,23946.7514,24458.92022,22755.4909,24789.957,23567.117,23353.05143,28589.13282,23124.22275,24006.82038,26024.62787,26625.88055,27404.37261,29473.18858,28063.14741,29428.85826,30173.47551,31704.33594
2667,23138.65334,21551.35662,23057.96986,24034.96463,24229.78224,22562.76663,25182.24057,23701.6355,23678.03301,28513.84748,23083.58174,24549.46657,26292.11037,27029.10045,27695.34347,29003.5603,27944.59933,29689.67893,30141.52585,32328.86903
2668,24563.81804,23130.69031,24667.4101,25448.78023,24578.50022,22829.03821,26923.91147,25328.93772,25327.94501,29379.42341,23607.00089,26567.83998,28051.11989,28981.09581,29500.72454,29231.93938,28196.52094,31317.30295,30984.2321,34109.49001
2669,27618.79442,26498.1135,28035.10844,28788.50833,25423.95514,23386.75988,30604.0219,28544.67728,28843.90537,31279.91623,24643.81498,30206.00352,31436.32508,32622.87853,32776.30413,30057.59102,28843.67851,33988.6446,32467.55996,37068.50352
2670,29070.68787,28020.51318,29227.43315,29981.86107,26098.80146,23871.14794,32150.22867,29765.14033,30123.10355,32065.3936,25387.99733,31244.33521,32351.6437,33634.15234,33999.64868,30851.53234,29430.01238,35180.46622,33455.00902,38503.46408
2671,29776.88291,28233.74153,29833.40564,30558.47376,28169.41266,25523.446,32695.48303,30442.41992,30482.50015,33611.34132,26891.74094,31492.88501,32914.03862,34113.58247,34473.44481,32678.06185,30848.45496,36236.53908,34825.68105,38965.44008
2672,30888.78269,28880.06726,30875.79218,31805.0022,30408.90766,27257.56127,33824.29209,31872.57333,31309.08942,35878.56659,28289.65185,32306.75079,34261.75617,35310.29123,35384.40742,34518.79789,32227.031,37728.60639,36538.16349,39358.23373
2673,32148.08993,29665.06514,31936.95594,33110.37482,32482.0055,28576.79117,35154.6879,33543.61039,32165.63974,38268.13882,29222.81488,33342.465,35684.96351,36784.63603,36087.99717,35766.57203,32979.24231,39217.19832,38449.15621,39728.18182
2674,33574.23806,29962.19067,32843.31239,34275.8483,34239.91442,29765.6189,36415.36752,35248.48014,32744.74359,40396.27596,29601.51178,34159.99212,37052.01489,37931.94066,36315.62939,36691.32972,33359.93575,40739.18578,40703.41103,39654.46705
2675,34969.92716,30039.68468,33608.21583,35212.96371,35983.02635,30532.60455,37729.40441,36928.4612,33143.37032,41919.89489,29841.00191,34938.68827,38326.31199,38703.87259,36608.81124,37004.76165,33762.48817,42034.66234,43205.33585,39403.20014
2676,36432.49896,30133.93151,34533.07354,36203.4179,37509.97418,30825.10883,39350.88492,38750.24418,33571.80945,43573.17369,30054.34886,35889.26075,39949.44116,39718.86914,37522.96953,36958.27439,34102.08692,43222.37593,45403.69199,39329.61453
2677,37766.84504,30071.20238,35248.67483,37269.33376,39248.20934,30925.78015,40729.63414,40471.45232,33787.71132,45055.2811,30488.20041,36806.21797,41473.48563,40125.50389,38543.58313,36813.10785,34495.41067,44158.13646,47169.14472,39231.89014
2678,38766.00539,30078.58032,35783.97375,38267.41015,40765.1704,30929.9822,41846.99053,41989.75986,33674.14903,46139.08302,31114.73673,37825.67738,42902.66055,40451.58257,39501.06215,36714.44936,35127.26887,44844.37519,48598.3481,39049.18355
2679,39317.07378,30414.28128,36236.76082,38914.49172,41686.99499,31054.8311,42562.16002,43186.35044,33603.58049,46734.30253,31881.82766,38879.02663,44197.41338,40724.58319,40358.05691,36353.70306,35898.14659,45100.45792,49470.02317,39102.05826
2680,39002.90199,30178.8161,36254.18679,38484.9608,41697.90845,31380.74976,42484.03265,43305.52714,33269.14347,46386.54967,32457.65985,39234.92176,44611.78986,40473.52464,40797.0278,35757.92504,36568.69584,44900.02761,49411.21092,39180.73303
2681,37883.01604,29898.92804,35557.59666,37066.33886,40479.74087,31471.29302,41701.04478,42255.93459,32917.37553,44627.71775,32395.95311,38845.38783,43841.11169,39859.11891,40295.32497,34819.50125,36604.09711,43884.89165,48085.4061,39073.76743
2682,36458.41737,29851.45061,34657.67543,35254.32495,38558.00816,31634.52248,40654.81365,40608.16303,33043.49158,42619.75261,31746.03444,37887.79831,42286.86251,39487.35857,39184.16048,33970.87756,36315.96577,43100.41632,46006.68739,39388.55142
2683,36717.12639,31100.73741,35526.67719,35177.97564,38276.84292,32949.21141,41139.75227,40366.21326,34265.26601,42296.01252,32197.3758,38543.52827,42314.11991,40196.52372,39541.44222,34396.74169,37241.36345,43535.47251,45403.59206,39783.35285
2684,35394.77404,30372.47888,34814.91003,34000.20674,36832.76639,32552.53552,39844.71189,38819.47838,33609.60465,41062.88632,31465.91551,37413.53484,40324.58604,39011.82493,38354.98432,33756.91336,36493.24318,42119.10135,43772.09158,38930.6389
2685,32207.14843,27944.66596,32258.72879,31449.853,34368.76268,30551.78662,36472.47468,35320.20141,31262.9736,38795.49933,29600.20033,34268.11955,36594.30224,36126.69352,35363.49942,32092.72599,34080.39589,39087.49865,41123.23645,37143.01571
2686,28660.59958,25214.46096,28873.43155,28479.11596,31502.41002,27630.29754,32472.25992,31247.57229,28334.88144,35951.09079,27335.4369,30625.47221,32733.58838,32836.98046,32016.75613,30016.66653,31261.90609,35830.60977,38206.44203,34975.49369
2687,26222.48001,23436.61826,26477.50879,25947.68046,29001.55652,25594.06889,29781.70792,28282.58349,26167.26427,33262.76801,25447.15254,28159.89484,29889.26923,30398.64994,29538.9954,28264.61115,29133.83311,33364.34255,35912.12205,33315.77491
2688,24815.11603,22410.06783,25217.48902,24100.03009,27193.75125,24373.38927,28198.45808,26497.09327,24899.97919,31281.93923,24073.23859,26730.4319,28167.00521,28975.15248,27929.29062,26941.05646,27916.1335,31845.97217,34190.66421,32300.36958
2689,23870.58359,21854.73222,24382.50498,22997.79347,26000.95956,23787.71068,27216.18818,25394.53405,24298.33886,29928.32612,23209.41854,25818.544,27138.75626,28081.94801,26978.26192,26153.00724,27274.77782,30894.95729,33071.33731,31819.92314
2690,23388.30376,21666.23593,23962.13613,22301.87204,25157.0926,23720.19228,26767.35423,24755.37714,24014.0696,28914.31397,22773.99873,25415.41432,26660.42774,27701.2334,26458.29566,25711.4613,27138.77525,30434.54913,32360.26071,31724.81888
2691,23495.96443,21915.64335,24108.31979,21975.80358,24661.35597,24138.81352,26908.31444,24793.34887,24438.87462,28333.53806,22528.26447,25755.03508,26854.12308,28066.14017,26713.98525,25578.15443,27785.16999,30722.8134,32201.8531,32192.2904
2692,25045.93282,23560.79142,25628.95984,22309.67924,24663.47188,26019.77751,28523.75409,26285.87354,26087.93593,28437.56365,22728.48212,27497.79649,28649.67018,29992.85813,28306.1543,25825.95009,29871.39542,32462.73408,33024.52558,33660.04811
2693,28394.04855,27071.53454,29044.62653,23288.728,25111.27104,29563.75034,32208.58479,29647.36787,29619.30192,29068.52004,23173.47853,31091.62953,32041.54476,33558.83234,31272.35034,26489.2665,33299.53354,35462.4198,34531.33272,36234.19039
2694,29836.29389,28653.43188,30313.56416,23994.70339,25314.98101,31014.25772,33555.60173,30779.91025,31236.14029,29522.02165,23492.96458,32409.49748,32865.90713,34868.44617,32440.52987,27026.42586,34463.80609,36761.13035,35711.42362,37803.92426
2695,30343.97471,28953.76053,30802.9046,25541.08572,27293.49325,31491.53373,33919.22093,31434.10144,31614.89697,31677.16737,25215.97147,32713.52003,33523.43839,35180.09641,33371.52333,28495.01227,34712.55897,37181.22274,36994.88097,38783.04992
2696,31728.93122,29786.91166,31793.59675,26772.72709,29677.81392,32473.55029,35040.67839,32789.20635,32627.0156,34372.26907,27043.99716,33607.92424,34834.83222,36216.06558,34813.8406,29737.3773,35340.25776,38140.13669,38312.89885,39836.4907
2697,33535.968,30593.18095,33037.58684,27531.24126,31699.91511,33559.97933,36633.70647,34434.24961,33707.61103,36928.9699,28507.14854,34386.97129,36571.88382,37333.59885,36522.68051,30597.25266,36088.52708,39238.17373,39818.33015,40740.83182
2698,35398.24872,31155.39956,34064.96263,27824.75835,33560.08655,34398.01938,38359.43959,35882.82612,34840.23193,39124.73918,29819.52041,34934.84634,38317.9423,38415.9977,37967.21356,31106.84054,36695.57979,40140.30495,41304.31748,41422.83373
2699,37104.49375,31469.06378,35022.60063,27762.00576,35490.50624,34881.68305,39955.87534,37026.31295,35847.2718,40928.56043,31187.93524,35208.66462,39995.935,39599.72495,39264.33991,31521.75859,37317.12461,40753.55931,42523.25266,41849.82342
2700,38948.78617,31779.88564,36427.92991,27502.81912,37307.87152,35431.2064,41862.64169,38306.25919,37044.82934,42284.62056,32677.29804,35686.89558,41863.49638,41157.32494,40557.15173,31853.61576,38262.34372,41367.88664,43486.05871,42298.21034
2701,40396.69509,31784.67483,37408.21719,27541.22701,38883.45215,35615.48889,43530.8333,39362.87485,38273.69948,43265.94003,34239.07277,36096.74167,43456.48304,42666.52069,41802.49914,32358.54362,39304.15721,41790.62936,44237.44233,42328.87902
2702,41610.26935,31981.40202,38304.34243,27989.3211,40064.10528,35675.59038,44923.42968,40103.08764,39412.72162,43968.5561,35774.48284,36464.58935,44674.30604,43842.62807,42899.30163,33148.6109,40319.66613,41963.56556,45459.76838,42389.63875
2703,42151.01833,32288.36093,38924.27982,28307.1042,41062.59222,35989.66689,46022.67947,40682.92668,40191.64383,44368.54549,37228.69331,36777.41253,45628.29285,44535.07412,43632.4675,34164.9774,41373.46382,42188.96477,46925.0514,42659.8072
2704,41573.89572,32293.20049,38782.47241,28407.7425,41305.56339,35753.26968,46100.56491,40053.57177,40048.03938,44110.40084,37996.29811,36876.58544,45470.11903,44270.80622,43435.4824,35046.86284,42013.48381,41972.01658,47893.00048,42824.97339
2705,40279.12779,32126.34065,37943.83589,27995.52996,40624.98323,35290.99278,45066.72765,38720.66345,38863.33919,42654.7238,37783.47282,36737.9442,44212.46067,43247.25407,42140.76594,35330.30001,41844.81736,41516.54931,47686.01404,42598.09106
2706,38852.10529,32006.79969,36791.86807,27476.60555,39462.33649,35230.41913,43437.36647,37498.15972,37178.34208,41298.96168,36786.00804,36798.57672,42593.83636,42538.2661,40085.87587,35003.60362,40982.7626,41368.99849,46325.8788,42018.43672
2707,39062.49898,33095.98142,37550.24784,28439.91274,39919.10467,36415.91598,43557.74092,38283.82567,37021.24544,41173.6732,36985.68674,37766.87661,42772.65313,43205.2926,39328.71167,35829.3717,41171.42202,41799.95551,45801.96064,42016.98924
2708,37708.16816,32059.60433,36659.04166,27933.13222,38968.46717,35603.73076,41880.2914,37304.80297,35816.99007,39872.0812,35881.3806,36674.04551,41142.27082,41795.52725,37815.83948,35090.12777,39683.92293,40556.87172,44233.53755,41200.22883
2709,34340.72381,29567.31126,33955.10434,26293.90084,36193.68218,33042.82247,38082.17703,34288.72997,33524.26945,37603.61985,32911.68612,34033.11699,37638.11307,38652.81125,35281.10279,32542.00061,36451.68772,37617.42706,41545.76644,39657.37406
2710,30718.85216,26604.41562,30476.32773,24439.136,32570.23273,29905.8565,33866.48684,30820.70543,30906.46662,34925.01351,29329.31421,31102.95605,33695.92643,35041.91132,32358.562,29529.35269,33092.15173,34477.3105,38531.44732,37441.96951
2711,28116.82868,24613.39771,27867.12423,22775.18175,29855.19611,27715.43305,30815.31014,28113.60912,28297.14595,32405.27273,26666.01832,29120.62173,30893.01721,32397.39886,29866.35981,27407.01112,30630.58118,32235.87506,35942.49056,35238.63753
2712,26450.12216,23526.80118,26314.11687,21622.9068,28282.60471,26476.45242,29028.05461,26717.77916,26240.21249,30340.40501,24911.96583,28040.63404,29224.25617,30700.64423,28077.23163,26180.43753,29197.04652,30874.67209,34036.95514,33543.00048
2713,25360.44877,22936.97981,25414.38834,20952.05118,27368.95771,25684.36039,27987.91489,25786.90465,24867.69099,28869.06677,24024.42788,27354.14379,28209.85807,29647.39587,26911.80696,25619.02774,28310.08907,30188.92018,32822.52315,32534.12266
2714,24778.92398,22716.24094,24936.0046,20593.93763,26977.59123,25303.64876,27504.40962,25355.26737,24121.7828,27854.51411,23526.49841,27113.36904,27637.01871,29153.27942,26246.95878,25566.12557,27939.19158,29862.44199,32235.42508,32097.36207
2715,24794.24956,22965.40047,25082.0457,20559.94923,27120.88404,25675.90399,27614.82854,25410.97353,23762.35309,27355.67207,23815.05659,27738.38641,27760.36024,29338.04679,26073.77368,26168.52914,28313.5036,30182.8256,32192.6686,32204.04568
2716,26237.34062,24573.21478,26506.03211,20875.92672,28775.32127,27534.67545,29219.88131,26964.21545,23965.28958,27425.39766,25499.26926,30106.7806,29428.1371,30891.13251,26501.86394,28109.62311,30139.92355,31941.22101,32846.47525,32672.18885
2717,29490.53344,28108.42437,29826.27598,21554.26796,32123.85585,31163.28595,32780.22588,30263.57451,24712.04125,27968.67625,28636.6284,34512.15461,32858.57048,34135.40928,27363.49671,31415.19349,33399.96367,35091.04604,34048.40518,33487.34728
2718,30892.22788,29612.50949,31257.32821,22077.76395,33340.71736,32649.72673,34010.10053,31619.76518,25079.14356,28492.33839,29514.96214,35705.09919,33922.53763,35564.54384,28182.23251,32584.12566,34364.53499,36376.62582,34787.5566,34307.43329
2719,31696.37399,30069.47606,31839.95027,23595.98137,34256.14366,32908.90416,34393.61933,32248.07944,26771.57598,30550.76317,30089.79924,35115.92478,34507.227,35878.50347,30230.1898,32998.3273,34925.95794,36882.01881,36079.29332,36111.12328
2720,33246.7307,31222.82381,32947.2922,24688.02898,35806.46888,33749.79206,35459.2111,33568.08337,28597.59576,32814.86403,31158.99915,34855.59595,35796.63586,36814.79887,32349.90949,33853.73909,36200.69119,37531.9147,37626.5118,38097.65407
2721,35101.19335,32304.78886,34196.1988,25175.36851,37331.64206,34505.35622,37178.17086,34922.22655,30125.85039,34734.31401,32198.46827,34466.44473,37075.97782,38094.57954,34384.4042,34866.56012,37703.95123,38328.16777,39400.82808,39485.21317
2722,36903.7568,33167.87637,34979.92346,25489.9139,38726.96167,34973.86245,38378.80007,36092.51595,30849.05598,36387.87441,33083.50788,33886.51153,38116.22485,39421.78557,36007.29615,35642.92139,39171.47213,38880.75375,41341.39081,40650.98764
2723,38738.25802,33997.0583,35467.42959,25884.30074,39871.21229,35069.73955,39597.94523,36826.14963,31269.61806,37817.98405,33804.34889,33170.98058,39422.31279,40492.85557,37424.92718,36528.20216,40794.54818,39202.29656,43329.61993,41724.13612
2724,40713.70275,35000.74042,35932.86996,26008.29128,41365.15235,35223.82362,40910.42005,37620.48812,31655.1652,38609.87531,34726.80945,32727.56948,41062.338,41304.75914,38804.38381,37679.36328,42515.91047,39648.42424,45306.57731,42748.42231
2725,42597.71215,36015.69662,36207.68731,26266.58465,42682.31734,34926.08714,41976.25918,38144.10951,32170.55261,39108.97616,35610.56939,32261.42326,42499.02552,41801.43864,40193.50364,38836.09337,44245.69153,39991.28583,47098.26433,43742.60202
2726,44031.75286,37185.85186,36150.1096,26617.34109,43636.66699,34623.04397,42692.92834,38434.72976,32896.05891,39824.23621,36616.46703,31983.80685,43589.37376,42164.19815,41358.04929,40022.73964,45893.10926,40308.82776,48683.43733,44639.00674
2727,44948.9583,38483.89425,35918.37225,26900.58389,44155.68325,34781.2284,43421.6475,38569.67749,33560.61523,40226.7448,37589.35979,32022.47635,44496.28538,42129.50243,42068.3703,41278.58441,47412.12408,40571.46073,49818.64254,45038.48357
2728,44863.29087,38739.1519,35350.45802,27336.97354,44130.7974,34686.21186,43158.43636,38102.32573,33806.49012,39875.12231,37978.59818,31976.05966,44347.10596,42077.23131,42011.71494,41708.28517,47884.63918,40567.52516,50252.68393,45115.82849
2729,43189.05608,38047.76993,34434.27455,27503.75534,43241.01414,34549.37329,42049.21996,36943.22259,33314.43943,39242.3869,37413.22983,31789.19207,43302.27403,41168.80438,40892.51044,41103.94289,47001.00646,40330.75987,49323.29981,44381.3151
2730,40947.92703,36526.44457,33913.08709,27675.86417,41947.47009,34565.48091,41170.83732,35899.64584,32265.51916,38964.65707,36296.33698,32100.18286,41944.43158,40084.62847,38976.03586,40024.52099,45524.89124,40075.06754,46791.03274,42840.58892
2731,40477.40017,36457.83587,34271.88602,28959.21331,42441.28757,35294.07805,41027.12551,36148.66526,32542.39568,39514.98501,36657.34922,33834.10214,41932.35075,40211.44252,38548.3391,40371.71542,45168.50566,40341.74751,45127.09595,42125.00776
2732,38474.51439,35080.85631,33395.92725,28397.64483,41076.41679,34223.943,39179.04635,35148.13114,31682.68771,38675.78736,35267.16527,33201.88331,40349.88284,39128.63742,37215.56797,39110.24337,43245.72755,39332.69966,42802.32999,40735.11139
2733,34848.84186,31985.02945,31627.08344,26525.45997,37642.37943,31661.27376,35746.51743,32956.58268,29625.55467,36155.09898,31883.99589,30818.42492,36873.98948,37071.27121,34995.72924,35977.20585,39545.86995,36653.80367,39702.33342,38812.40776
2734,30872.74228,28302.63058,29272.15135,24102.88215,33754.97532,28627.30699,32175.33241,30310.31054,27394.47777,32921.43468,28366.69519,28117.61888,32887.52034,34412.73783,32454.66553,32456.96649,35693.22401,33761.57391,36357.13818,36598.71597
2735,27944.72908,25612.39016,27054.98553,22497.83219,30915.05523,26338.89629,29570.80021,28006.4755,25201.8016,30530.67938,26025.34414,26387.74219,30044.6849,31888.8858,30135.24544,29910.42415,32770.89436,31723.87362,33630.74888,34524.8956
2736,26170.92937,24101.66222,25420.91844,21536.71415,29338.20694,25051.51223,28149.15918,26543.61484,23682.6562,29182.13971,24672.2724,25442.66738,28300.94338,30272.42095,28403.12234,28469.84232,30952.49421,30503.84408,31625.04517,33018.48174
2737,25008.18044,23182.76707,24206.77356,21100.16827,28336.41468,24265.73793,27110.72695,25647.09516,22698.46156,28368.45964,23883.65248,25028.3269,27200.87843,29348.50021,27244.88138,27726.49537,29804.7572,29617.34737,30233.85133,31991.80725
2738,24347.65587,22669.2802,23481.70199,21106.58141,27684.06405,24014.32436,26577.1385,25203.09053,22081.78153,28118.68855,23596.11259,25027.99123,26753.20906,28783.92387,26501.62537,27306.05154,29286.98016,29260.69372,29459.47077,31319.31796
2739,24382.8985,22747.44192,23211.10325,21580.8347,27738.54709,24174.04674,26685.28109,25072.64561,21797.72923,28518.12769,23934.03756,25633.71974,26970.30516,28403.82309,26164.96464,27714.33884,29552.72471,29514.99502,29377.77962,31043.80723
2740,25833.02261,24167.6137,23432.72514,23335.79501,29349.83639,25612.80089,28308.28121,25457.62404,21935.22864,30270.02879,25514.17183,27766.47721,28571.32451,28613.65969,26235.23275,29494.09538,31243.83237,31186.81816,30132.16944,31147.88611
2741,28998.7758,27210.16045,24208.55044,26673.12832,32767.81687,28922.6136,31851.34928,26469.49896,22406.12458,33721.2306,28946.19312,31511.92828,31746.23915,29586.78441,26650.72328,32843.86561,34360.46698,34359.52826,31475.13534,31566.75399
2742,30259.99182,28457.14902,24874.70177,28176.48459,33926.0317,30104.81786,33033.58825,27278.49848,22815.72066,35148.14692,29869.73865,32466.82563,32803.68221,30156.77194,27051.06318,33979.41372,35416.23915,35436.77283,32512.92564,32097.87421
2743,30512.71392,28962.99675,26175.87667,28268.79224,34171.26751,30398.74149,33519.37305,28914.90017,24502.66801,35977.31166,30439.38392,32111.88297,33451.65555,31280.94177,28912.19745,34895.12073,35963.58624,35958.56505,34394.56989,33918.74065
2744,31276.4232,29873.45877,27652.86307,28998.28789,34774.1685,31221.73952,34715.28514,30929.5413,26192.53758,37319.58665,31634.82922,32225.46066,34708.36765,33019.92833,30971.04467,36322.29365,37252.78451,36961.44603,36526.81495,35688.35967
2745,32286.84654,31056.53744,28780.58402,29685.01991,35741.28017,32222.71048,36287.90652,32709.19148,27509.99336,39007.07077,32984.51216,32413.32882,36341.02171,34921.65635,32647.33629,38069.30491,38641.15222,38205.00708,38924.62066,37271.80171
2746,33129.2185,31982.15045,29123.03995,30061.82269,36552.68724,32795.83212,37724.40711,34142.68409,28535.50322,40189.65525,34214.71107,32425.05495,37736.90255,36444.12054,34064.04306,39780.89816,39863.50544,39453.90333,41507.10329,38800.26348
2747,33882.4186,32947.32886,29063.72504,30176.04149,37284.40924,33106.72986,39071.5627,35198.1299,29606.53297,41336.75112,35494.51278,32344.93401,39218.89219,38169.94958,35228.66639,41527.3692,40974.19142,40630.75775,44320.06919,40357.60921
2748,34603.96738,34220.06759,28761.71089,30312.62016,38252.60896,33715.01226,40486.45732,36043.41568,30437.32887,42844.71115,37099.76758,32557.45534,41053.93397,39962.02471,36039.43422,43676.47053,42287.68095,42246.87493,47182.39634,41985.58773
2749,35164.97106,35451.68973,28702.27669,30398.27564,39011.84343,34147.36188,41559.86051,36865.08271,31272.91586,44180.15339,38673.22203,32639.743,42621.0035,41813.46,36642.62641,45551.75815,42830.79387,43874.23436,49921.23485,43750.94138
2750,35543.77752,36622.78189,28883.78747,30590.43376,39252.9706,34585.07734,42263.98302,37284.76272,32150.38451,44843.31647,40578.35163,32800.0347,43945.85631,43434.46633,37176.22121,47187.45286,42927.70907,45469.12331,52240.68295,45495.28726
2751,35623.64332,37416.21708,29059.56405,30741.29463,39378.047,35183.55106,42743.02349,37486.09201,33020.7562,45120.89647,42260.36934,33057.27738,44985.13351,44551.89344,37733.79409,48578.10058,42534.0783,47039.12928,53661.43558,46981.38645
2752,35193.21123,37271.08439,28879.84526,30760.5091,38859.37682,35399.78371,42407.93674,37105.8851,33696.73009,45222.07337,42705.12001,32971.78134,44961.18604,44924.06912,38430.18383,48744.74084,41795.90212,47635.94611,53806.8338,47978.84584
2753,34168.04422,36081.01408,28631.03389,30538.3472,37769.68871,34999.15131,41262.25219,36288.26925,33631.17635,44481.37747,42031.99675,32675.73329,43549.58185,44013.08172,38518.18246,47774.90688,40602.37185,47047.7324,52272.35813,47795.68822
2754,33400.07616,34119.94424,28458.58876,30396.62516,36906.87138,34054.82126,40295.49285,35439.91911,33016.22965,43297.26417,40549.47156,32738.5436,41437.8242,42051.47454,38014.336,46772.40601,39834.90442,45512.84879,49394.12815,46452.60709
2755,33906.94104,33626.31594,29322.71646,31481.20557,37225.79822,34482.55012,40810.32867,35897.21535,33663.40243,43440.24525,40547.84519,34238.11665,40959.19713,41140.03786,38737.14289,46941.29976,40010.86212,44858.17403,47458.39249,45947.36458
2756,32890.22099,32395.655,28884.08643,30810.76629,35656.444,33666.80776,39849.97426,35243.50007,32884.98843,41889.27738,39110.17963,33643.79998,39553.19696,39519.41534,38262.0834,45583.59149,38643.31906,43056.96809,45301.59607,44566.87283
2757,30412.33942,30137.25125,27487.28529,28397.68131,32312.93743,30899.06799,36777.2216,33473.09924,30126.58912,38345.55955,35545.85733,31318.68382,36969.4463,36877.96563,35801.15197,42322.01232,35793.29094,39734.20563,42368.19061,41770.3506
2758,27337.50522,27334.88285,25550.96683,25534.22084,29031.28556,27547.82419,33480.08154,31293.63344,26720.78574,34489.3006,31679.78083,28420.04293,33946.95531,33963.60585,32775.33704,38675.35446,32726.96263,36150.4822,39268.95206,38474.34804
2759,25123.20736,24799.58449,23826.66929,23601.85714,26652.09588,25152.53589,30866.83003,29139.28933,24426.82482,31693.9072,28952.97369,26414.44667,31302.61133,31340.21004,30512.46686,35899.1362,30582.15341,33360.16414,36280.8305,35812.05634
2760,23868.21987,23175.66993,22655.34843,22594.17461,25150.29092,23803.16928,29264.39889,27679.85896,23113.99323,29924.10839,27329.91443,25350.22989,29446.27362,29456.03352,29108.252,34111.77497,29398.85815,31557.05185,33841.62045,34194.18828
2761,23026.38554,22139.95891,21876.20386,21992.62501,24162.21146,23000.25503,28192.7465,26582.57857,22371.81555,28803.24864,26279.00543,24731.3471,28107.22906,28251.1797,28301.83001,33044.43467,28760.53149,30339.44656,32047.45708,33179.78157
2762,22572.11662,21524.82625,21479.81108,21935.54182,23590.40858,22656.72807,27699.14104,25875.12079,22130.85057,28193.03647,25819.7736,24582.50175,27375.99464,27552.12629,28061.37815,32472.11766,28577.71883,29669.30478,30752.21004,32779.66925
2763,22701.09622,21313.36863,21360.31988,22120.71784,23578.68068,22900.99947,27835.65353,25526.29432,22512.56601,28244.33502,26028.61233,24971.4155,27084.10734,27251.85312,28550.46823,32509.6978,29127.25469,29882.53704,30008.81138,33004.17722
2764,24077.80332,21670.7717,21568.25463,23746.83721,25049.26703,24500.23708,29441.08511,25551.71396,24315.30533,29796.97876,27754.39482,26718.36037,27611.28023,27409.14349,30513.23303,34262.42781,31146.63967,31360.15532,29779.23199,34407.33564
2765,27077.9235,22512.37035,22140.95437,27139.00009,28373.2568,27934.18509,32690.35028,25921.51842,27671.83642,33094.88258,31053.03113,30229.23609,28487.77833,27923.73297,34004.10622,37578.6993,34567.54381,34110.15643,29899.08391,36863.30121
2766,28431.91896,23145.39958,22796.12063,28298.00035,29496.77776,29003.62043,34140.41868,26261.07982,28837.72444,34001.07394,32134.68843,31687.09778,29286.58589,28324.78484,35275.10632,38478.24225,35550.83387,35160.87725,30036.39116,38165.9688
